"Observation
Year","Standard
Week","Pest
Value",MaxT(°C),MinT(°C),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm)
2010,19,0,35.5,26.6,89.6,42.9,0,3,9.2,4.8
2010,20,0,33.8,25.1,89.4,54,148,2.9,5.9,5.7
2010,21,0,31.4,25.9,89.9,55.6,61,2.1,5.1,6.6
2010,22,0,38.9,28.3,84.6,32.9,0,1.6,8.9,6
2010,23,7,37.4,26.7,85.4,37.3,10,2,4.1,6
2010,24,0,32.1,24.7,87.1,59.9,28.8,1.6,1.5,4.8
2010,25,3,30.9,24.9,84.4,61,90.4,1.8,0.2,5.3
2010,26,0,33.6,26.9,81.9,49.1,3.8,2,3.2,5.5
2010,27,0,28.1,23.1,89.9,71.7,117.3,1.7,0.6,5.1
2010,28,0,30.1,25,86.4,60.3,57.1,2.3,2.5,4.2
2010,29,4,29.7,24.6,87.4,61.1,55.6,1.7,1.6,3.9
2010,30,0,28.3,23.6,84.7,77.7,91.2,1.7,0.1,4.1
2010,31,2,29.9,24.9,84.6,60.3,20.8,2.1,1.9,4
2010,32,0,30.4,24,87.1,52.1,28.6,1.8,4.4,3.5
2010,33,0,30.4,25.1,82.3,51.9,78.2,1.9,3.3,4
2010,34,0,31.7,25.7,83.3,56,59.6,2.1,5.4,3.3
2010,35,4,29.1,23.9,87.9,61.1,117.6,2.5,2.7,3.6
2010,36,1,27.5,22.9,90.1,69.3,134.3,2.6,1.4,3.7
2010,37,8,30.8,24.1,88.4,55.4,80.6,2.6,2.4,3.5
2010,38,13,29.4,23.6,86.7,58,102.4,1.9,3.4,3.4
2010,39,10,30.9,24.1,86.9,57.4,72.8,2,5.2,3.3
2010,40,0,28.9,23.9,86.7,63.3,114.6,1.8,2.9,2.9
2010,41,0,30.9,24.3,83.4,52,0.8,1.7,5,2.7
2010,42,11,30.4,23.9,81.6,56.7,37.6,1.6,4.7,2.8
2010,43,4,29.4,23.7,84.4,60.3,49,1.6,4.5,2.9
2010,44,4,25.9,23,88.4,77.7,123,1.5,3.4,2.4
2010,45,14,28.1,23.1,86.1,64.4,66.6,1.5,5.3,2.5
2010,46,21,29.1,23.1,87.6,61.7,70,1.4,5.2,2.9
2010,47,6,30.6,22.7,87,57.9,5.4,1.6,6.6,3
2010,48,18,30.3,20.3,88.6,57.7,0,1.9,4.3,2.8
2010,49,7,26.1,20.1,89,76.9,107,2.1,1.6,2.8
2010,50,4,27.3,20.1,88.1,65.4,0,2.3,4.3,2.6
2010,51,0,27.3,16.2,83.1,68.7,0,2.7,7.6,2.5
2010,52,15,27.3,16.6,87.8,62,0,2.7,7.4,2.6
2011,1,3,27.1,16.9,85.4,62.4,0,-,6,-
2011,2,2,65.8,17.1,84.1,48.1,0,-,7.6,-
2011,3,2,28.9,18.3,82.3,44.3,0,-,7.7,-
2011,4,2,28.7,18.4,85,50.3,0,-,8.8,-
2011,5,2,67.4,18.8,82.4,42.7,0,-,8,-
2011,6,3,30,19.1,91.7,44.4,0,-,7.4,-
2011,7,4,30.8,17.9,86.9,37.7,32.1,-,9.4,-
2011,8,1,29.4,21.4,85.9,57.6,0,-,7.5,-
2011,9,5,29.6,20.5,85.9,44.7,0,-,8.1,-
2011,10,9,31.9,19.5,88.3,36.9,0,-,8,-
2011,11,2,31.4,22.1,86.9,35.9,0,-,8.1,-
2011,12,2,30.8,22,87.4,40.4,0,-,8.1,-
2011,13,3,31.7,22.7,88.1,35,0,-,7.4,-
2011,14,5,31.3,24.3,87.4,37.9,0,-,7.6,-
2011,15,4,31.7,22.9,85.9,36.1,0,-,8.4,-
2011,16,8,32.1,23.9,87.7,79.7,3.6,-,7.7,-
2011,17,0,30.7,23.6,87.9,37.3,32,-,9.1,-
2011,18,2,34.9,25.3,86,27,0,-,8.8,-
2011,19,0,37.3,28.4,85,24.7,0,-,7.3,-
2011,20,0,32.9,26.1,78.9,40.7,0,-,5.7,-
2011,21,1,35.7,26.3,84.6,51.4,8.8,-,8.7,-
2011,22,0,35.4,27,84.9,57.9,19.8,-,5.4,-
2011,23,0,34.6,26.1,85.9,45.7,19,-,6.4,-
2011,24,0,32.3,25.3,82.3,50.4,20.5,-,3.9,-
2011,25,0,35.3,27.3,70.6,39,1,-,5.5,-
2011,26,0,34.6,25.9,76.6,43.4,13.4,-,3.7,-
2011,27,0,30.6,23.9,90.7,60.9,69.1,-,0.9,-
2011,28,0,31.8,25.6,78.3,61.6,40.4,-,127.1,-
2011,29,0,31.4,24.9,85.3,63.1,23.4,-,1.6,-
2011,30,0,30.6,25,81,63.1,45,-,111,-
2011,31,0,65.6,24,84.6,63,130.4,-,3.2,-
2011,32,0,31.1,24.9,83.1,60.3,5.2,-,4.9,-
2011,33,0,29.9,24.5,85.3,72.3,78.6,-,2.7,-
2011,34,60,28.7,23.4,90,71.6,109.6,-,1.1,-
2011,35,2,27.2,23.6,83.9,69.1,59.4,-,0.9,-
2011,36,3,30.2,25.1,83.1,59.9,1.2,-,3.6,-
2011,37,1,30.1,25,85.4,57.1,8.4,-,4.5,-
2011,38,1,71.6,25.9,83,54.1,66,-,5.3,-
2011,39,6,32.9,25.5,76.4,35.7,0,-,8.1,-
2011,40,16,32.5,24.3,82.3,38.1,0,-,8.6,-
2011,41,9,30.6,24.9,85.3,53,34.8,-,6.2,-
2011,42,3,32.1,24.2,84.4,38.4,0,-,8.5,-
2011,43,0,29.6,23.9,89.1,58.9,90,-,4,-
2011,44,5,29.4,23.2,83.7,65.6,0,-,8.3,-
2011,45,8,30.7,18,83,41.4,0,-,9,-
2011,46,2,30.9,19.6,82.3,42.3,0,-,8.5,-
2011,47,17,30.4,17.6,82,44.6,0,-,7.9,-
2011,48,6,31.1,22,85.1,42,0,-,6.2,-
2011,49,2,30.8,20.1,81.6,42.7,0,-,6,-
2011,50,2,30,18.7,81.7,46.6,0,-,6.5,-
2011,51,5,27.1,17,86.5,59.5,0,-,2.7,-
2011,52,2,26.5,16,85.4,58.4,0,-,2.1,-
